Id,Order_Date,Customer_Id,Store_Id,Payment_Method
1828,13/03/2025,418,6,Debit Card
1829,27/10/2024,153,3,Debit Card
1830,05/02/2025,349,5,Debit Card
1831,25/03/2025,359,5,Cash
1832,02/09/2024,465,6,Credit Card
1833,06/08/2024,187,3,Credit Card
1834,21/02/2025,346,5,UPI
1835,20/02/2025,363,5,Cash
1836,03/02/2025,126,2,UPI
1837,21/02/2025,72,1,Cash
1838,13/08/2024,372,6,Debit Card
1839,29/05/2024,49,1,Credit Card
1840,05/05/2024,234,4,Debit Card
1841,22/09/2024,256,4,Debit Card
1842,16/10/2024,369,6,Cash
1843,27/08/2024,374,6,Credit Card
1844,28/05/2024,279,4,Cash
1845,26/01/2025,108,2,UPI
1846,24/05/2024,435,6,Debit Card
1847,29/09/2024,482,6,Credit Card
1848,04/01/2025,76,2,Debit Card
1849,20/05/2024,48,1,UPI
1850,22/02/2025,275,4,Cash
1851,09/04/2024,42,1,Credit Card
1852,05/08/2024,145,2,Cash
1853,14/09/2024,195,3,UPI
1854,20/01/2025,152,3,Debit Card
1855,23/10/2024,17,1,Debit Card
1856,05/11/2024,384,6,UPI
1857,10/08/2024,124,2,UPI
1858,17/08/2024,295,5,UPI
1859,30/05/2024,103,2,Credit Card
1860,15/04/2024,324,5,Cash
1861,08/10/2024,391,6,Credit Card
1862,18/11/2024,202,3,UPI
1863,21/10/2024,7,1,Cash
1864,16/10/2024,415,6,Cash
1865,14/10/2024,83,2,Debit Card
1866,13/09/2024,329,5,Debit Card
1867,22/04/2024,393,6,Cash
1868,25/11/2024,147,3,Debit Card
1869,03/08/2024,56,1,Credit Card
1870,03/10/2024,131,2,Credit Card
1871,10/04/2024,187,3,Cash
1872,28/04/2024,478,6,UPI
1873,19/03/2025,338,5,Credit Card
1874,11/05/2024,322,5,UPI
1875,01/05/2024,121,2,Credit Card
1876,27/01/2025,137,2,Credit Card
1877,20/10/2024,44,1,Cash
1878,23/11/2024,16,1,Credit Card
1879,29/12/2024,226,4,UPI
1880,10/07/2024,15,1,Debit Card
1881,30/11/2024,287,4,Cash
1882,29/12/2024,250,4,Cash
1883,26/10/2024,28,1,UPI
1884,31/10/2024,395,6,Debit Card
1885,30/05/2024,69,1,Debit Card
1886,06/04/2024,222,4,Debit Card
1887,01/04/2024,222,4,Credit Card
1888,03/05/2024,374,6,Debit Card
1889,21/03/2025,229,4,Cash
1890,30/09/2024,317,5,Credit Card
1891,17/03/2025,333,5,Cash
1892,14/09/2024,337,5,Credit Card
1893,03/10/2024,336,5,UPI
1894,17/03/2025,315,5,Debit Card
1895,08/05/2024,348,5,Debit Card
1896,07/04/2024,488,6,Cash
1897,19/01/2025,18,1,UPI
1898,02/04/2024,191,3,Debit Card
1899,27/02/2025,425,6,UPI
1900,21/01/2025,332,5,UPI
1901,03/12/2024,111,2,Cash
1902,03/09/2024,82,2,Debit Card
1903,29/06/2024,466,6,Credit Card
1904,20/02/2025,239,4,Credit Card
1905,06/12/2024,365,5,Cash
1906,24/05/2024,49,1,Debit Card
1907,01/01/2025,115,2,Credit Card
1908,27/07/2024,84,2,UPI
1909,16/03/2025,471,6,Credit Card
1910,25/06/2024,45,1,Credit Card
1911,15/05/2024,181,3,UPI
1912,31/03/2025,346,5,Cash
1913,10/06/2024,100,2,Cash
1914,26/03/2025,306,5,Credit Card
1915,07/06/2024,158,3,UPI
1916,22/09/2024,212,3,Cash
1917,21/10/2024,380,6,Debit Card
1918,10/09/2024,30,1,Debit Card
1919,08/07/2024,239,4,Cash
1920,18/07/2024,68,1,UPI
1921,08/10/2024,3,1,Credit Card
1922,01/03/2025,336,5,Cash
1923,13/10/2024,241,4,Credit Card
1924,04/06/2024,271,4,Debit Card
1925,14/01/2025,66,1,Credit Card
1926,12/06/2024,68,1,Credit Card
1927,26/03/2025,265,4,Debit Card
1928,13/06/2024,376,6,Credit Card
1929,03/12/2024,263,4,Debit Card
1930,05/01/2025,384,6,Credit Card
1931,16/01/2025,302,5,Debit Card
1932,23/11/2024,240,4,UPI
1933,12/08/2024,166,3,UPI
1934,16/08/2024,72,1,Debit Card
1935,05/11/2024,35,1,Debit Card
1936,05/01/2025,117,2,Credit Card
1937,07/07/2024,292,4,Credit Card
1938,11/10/2024,110,2,Cash
1939,28/02/2025,34,1,Credit Card
1940,26/12/2024,204,3,Cash
1941,03/02/2025,228,4,Credit Card
1942,25/03/2025,262,4,Credit Card
1943,06/11/2024,456,6,UPI
1944,15/09/2024,196,3,Credit Card
1945,17/07/2024,317,5,Debit Card
1946,27/05/2024,25,1,UPI
1947,05/05/2024,187,3,Debit Card
1948,17/10/2024,334,5,Debit Card
1949,02/01/2025,138,2,Debit Card
1950,02/08/2024,192,3,Cash
1951,08/02/2025,147,3,UPI
1952,06/03/2025,279,4,Debit Card
1953,15/12/2024,203,3,UPI
1954,23/05/2024,457,6,Debit Card
1955,21/10/2024,38,1,Cash
1956,19/05/2024,384,6,UPI
1957,23/02/2025,263,4,Cash
1958,09/08/2024,75,2,UPI
1959,11/03/2025,259,4,Credit Card
1960,10/11/2024,448,6,Debit Card
1961,15/12/2024,100,2,Cash
1962,19/03/2025,293,4,Cash
1963,02/01/2025,218,3,Credit Card
1964,21/04/2024,444,6,UPI
1965,06/10/2024,22,1,Credit Card
1966,14/05/2024,338,5,Credit Card
1967,16/04/2024,155,3,Cash
1968,06/02/2025,483,6,Cash
1969,01/02/2025,331,5,Debit Card
1970,25/05/2024,42,1,UPI
1971,18/12/2024,435,6,Cash
1972,18/12/2024,413,6,Credit Card
1973,13/11/2024,424,6,Debit Card
1974,25/08/2024,51,1,UPI
1975,06/07/2024,465,6,Credit Card
1976,29/07/2024,17,1,UPI
1977,27/12/2024,246,4,UPI
1978,11/08/2024,117,2,Debit Card
1979,06/03/2025,487,6,Cash
1980,02/11/2024,172,3,Cash
1981,04/08/2024,433,6,Debit Card
1982,17/03/2025,429,6,Cash
1983,17/09/2024,471,6,Debit Card
1984,10/03/2025,458,6,Cash
1985,27/10/2024,228,4,Cash
1986,10/12/2024,120,2,Cash
1987,06/08/2024,46,1,Cash
1988,08/03/2025,224,4,Cash
1989,07/06/2024,152,3,Debit Card
1990,19/09/2024,68,1,Cash
1991,13/07/2024,309,5,Debit Card
1992,29/06/2024,188,3,Cash
1993,25/08/2024,213,3,Debit Card
1994,08/11/2024,307,5,UPI
1995,04/02/2025,242,4,Credit Card
1996,04/03/2025,193,3,Credit Card
1997,21/06/2024,56,1,Debit Card
1998,04/06/2024,100,2,Cash
1999,05/07/2024,91,2,Credit Card
2000,07/11/2024,107,2,Debit Card
2001,03/06/2024,334,5,UPI
2002,22/04/2024,279,4,Debit Card
2003,31/12/2024,407,6,UPI
2004,07/07/2024,35,1,Cash
2005,07/02/2025,159,3,Credit Card
2006,11/11/2024,394,6,Credit Card
2007,17/04/2024,106,2,Debit Card
2008,24/08/2024,460,6,UPI
2009,18/03/2025,253,4,Cash
2010,21/10/2024,144,2,Credit Card
2011,26/01/2025,364,5,Cash
2012,07/06/2024,244,4,Debit Card
2013,12/09/2024,350,5,Debit Card
2014,31/08/2024,283,4,Debit Card
2015,31/07/2024,178,3,Credit Card
2016,03/09/2024,193,3,Credit Card
2017,22/12/2024,197,3,Credit Card
2018,13/06/2024,64,1,UPI
2019,05/01/2025,270,4,Debit Card
2020,24/12/2024,24,1,Credit Card
2021,25/04/2024,121,2,UPI
2022,06/03/2025,67,1,Debit Card
2023,31/01/2025,405,6,Cash
2024,19/08/2024,314,5,UPI
2025,05/09/2024,439,6,Credit Card
2026,24/08/2024,342,5,UPI
2027,27/05/2024,75,2,Debit Card
2028,08/11/2024,68,1,Debit Card
2029,29/01/2025,164,3,Credit Card
2030,30/06/2024,320,5,UPI
2031,16/02/2025,3,1,UPI
2032,15/07/2024,266,4,UPI
2033,23/07/2024,21,1,Credit Card
2034,20/02/2025,115,2,Credit Card
2035,19/09/2024,95,2,Debit Card
2036,17/02/2025,67,1,Debit Card
2037,06/09/2024,297,5,UPI
2038,17/10/2024,69,1,UPI
2039,22/09/2024,262,4,Cash
2040,03/07/2024,27,1,Cash
2041,19/12/2024,71,1,UPI
2042,04/09/2024,400,6,Cash
2043,23/10/2024,340,5,Debit Card
2044,08/01/2025,211,3,Debit Card
2045,02/12/2024,417,6,Credit Card
2046,28/05/2024,356,5,Debit Card
2047,24/04/2024,101,2,Credit Card
2048,06/09/2024,210,3,Debit Card
2049,02/09/2024,372,6,Debit Card
2050,24/08/2024,311,5,Debit Card
2051,11/12/2024,150,3,UPI
2052,24/08/2024,222,4,UPI
2053,07/04/2024,108,2,Credit Card
2054,11/10/2024,210,3,Credit Card
2055,20/01/2025,81,2,Credit Card
2056,23/03/2025,318,5,UPI
2057,24/01/2025,86,2,Cash
2058,02/09/2024,69,1,Cash
2059,30/01/2025,312,5,Debit Card
2060,22/01/2025,23,1,Cash
2061,01/04/2024,326,5,UPI
2062,21/06/2024,299,5,Credit Card
2063,06/03/2025,435,6,Cash
2064,24/09/2024,415,6,Credit Card
2065,07/02/2025,362,5,Cash
2066,17/07/2024,456,6,Cash
2067,03/01/2025,25,1,UPI
2068,04/09/2024,137,2,Cash
2069,06/03/2025,426,6,Cash
2070,24/02/2025,52,1,Credit Card
2071,09/04/2024,246,4,UPI
2072,28/03/2025,1,1,UPI
2073,18/06/2024,475,6,Credit Card
2074,18/04/2024,496,6,Cash
2075,12/06/2024,169,3,Credit Card
2076,26/05/2024,241,4,Cash
2077,20/05/2024,471,6,Credit Card
2078,25/07/2024,63,1,UPI
2079,19/08/2024,147,3,Debit Card
2080,08/06/2024,310,5,Credit Card
2081,13/03/2025,262,4,Credit Card
2082,14/03/2025,84,2,Cash
2083,29/04/2024,77,2,Credit Card
2084,24/02/2025,447,6,Credit Card
2085,28/06/2024,189,3,Credit Card
2086,21/07/2024,76,2,Credit Card
2087,14/09/2024,421,6,Debit Card
2088,06/04/2024,276,4,UPI
2089,04/12/2024,495,6,Debit Card
2090,07/12/2024,175,3,UPI
2091,18/02/2025,251,4,Credit Card
2092,10/02/2025,316,5,Cash
2093,09/12/2024,267,4,UPI
2094,29/03/2025,482,6,Cash
2095,23/09/2024,339,5,UPI
2096,25/08/2024,469,6,Debit Card
2097,24/04/2024,329,5,UPI
2098,21/07/2024,330,5,Debit Card
2099,15/08/2024,428,6,Cash
2100,29/08/2024,302,5,Debit Card
2101,28/08/2024,166,3,Cash
2102,23/12/2024,13,1,UPI
2103,26/12/2024,79,2,Credit Card
2104,06/04/2024,459,6,Cash
2105,24/05/2024,31,1,Cash
2106,25/08/2024,330,5,Debit Card
2107,22/02/2025,205,3,Debit Card
2108,08/03/2025,148,3,Cash
2109,15/12/2024,256,4,Cash
2110,10/03/2025,66,1,Credit Card
2111,06/03/2025,399,6,UPI
2112,04/12/2024,441,6,UPI
2113,17/06/2024,18,1,Credit Card
2114,23/01/2025,86,2,Credit Card
2115,13/04/2024,469,6,UPI
2116,07/03/2025,61,1,Cash
2117,27/12/2024,107,2,Credit Card
2118,22/07/2024,243,4,UPI
2119,23/02/2025,284,4,Credit Card
2120,14/04/2024,237,4,Credit Card
2121,01/04/2024,114,2,Credit Card
2122,04/10/2024,166,3,Credit Card
2123,29/08/2024,261,4,Credit Card
2124,31/07/2024,316,5,UPI
2125,30/11/2024,365,5,Debit Card
2126,12/11/2024,357,5,Cash
2127,22/11/2024,392,6,Debit Card
2128,18/10/2024,222,4,Debit Card
2129,12/06/2024,50,1,Cash
2130,21/03/2025,15,1,Cash
2131,07/05/2024,148,3,Credit Card
2132,10/07/2024,91,2,UPI
2133,03/07/2024,261,4,UPI
2134,09/11/2024,227,4,Debit Card
2135,02/08/2024,213,3,Debit Card
2136,03/06/2024,160,3,Debit Card
2137,02/10/2024,474,6,UPI
2138,18/01/2025,42,1,UPI
2139,01/06/2024,347,5,Debit Card
2140,21/10/2024,348,5,UPI
2141,13/11/2024,460,6,Debit Card
2142,11/07/2024,364,5,UPI
2143,17/06/2024,175,3,UPI
2144,03/05/2024,214,3,Credit Card
2145,26/02/2025,112,2,Debit Card
2146,21/04/2024,253,4,UPI
2147,11/05/2024,398,6,UPI
2148,12/05/2024,33,1,Credit Card
2149,06/09/2024,332,5,Credit Card
2150,19/09/2024,104,2,Debit Card
2151,15/08/2024,75,2,UPI
2152,06/02/2025,180,3,Debit Card
2153,23/12/2024,340,5,Credit Card
2154,06/06/2024,262,4,Credit Card
2155,26/10/2024,113,2,Cash
2156,24/11/2024,308,5,Cash
2157,24/02/2025,128,2,UPI
2158,08/08/2024,359,5,UPI
2159,26/12/2024,128,2,Cash
2160,25/11/2024,119,2,Debit Card
2161,06/12/2024,84,2,UPI
2162,06/07/2024,5,1,Credit Card
2163,10/06/2024,115,2,Credit Card
2164,27/03/2025,316,5,Cash
2165,21/07/2024,292,4,UPI
2166,14/10/2024,74,2,UPI
2167,22/06/2024,73,2,UPI
2168,31/07/2024,122,2,Debit Card
2169,12/02/2025,354,5,UPI
2170,24/10/2024,14,1,Cash
2171,20/07/2024,245,4,UPI
2172,12/01/2025,240,4,Cash
2173,22/06/2024,304,5,UPI
2174,25/02/2025,357,5,Cash
2175,22/02/2025,226,4,Credit Card
2176,08/01/2025,5,1,Cash
2177,18/06/2024,4,1,Credit Card
2178,17/04/2024,287,4,Credit Card
2179,21/05/2024,363,5,Credit Card
2180,17/07/2024,309,5,Credit Card
2181,07/12/2024,296,5,Credit Card
2182,24/12/2024,280,4,Debit Card
2183,21/12/2024,229,4,Debit Card
2184,30/04/2024,273,4,Debit Card
2185,02/03/2025,284,4,Debit Card
2186,16/11/2024,167,3,Cash
2187,12/07/2024,279,4,Debit Card
2188,27/06/2024,437,6,Credit Card
2189,23/02/2025,39,1,Credit Card
2190,18/01/2025,7,1,UPI
2191,28/03/2025,338,5,Credit Card
2192,05/08/2024,257,4,UPI
2193,19/11/2024,140,2,Debit Card
2194,26/11/2024,487,6,UPI
2195,27/12/2024,428,6,Credit Card
2196,27/12/2024,257,4,UPI
2197,13/01/2025,313,5,UPI
2198,20/08/2024,179,3,UPI
2199,28/04/2024,257,4,Debit Card
2200,04/12/2024,65,1,Debit Card
2201,29/04/2024,465,6,Cash
2202,04/09/2024,208,3,Debit Card
2203,15/12/2024,457,6,UPI
2204,07/11/2024,226,4,Cash
2205,23/07/2024,165,3,Credit Card
2206,30/04/2024,354,5,Credit Card
2207,03/03/2025,153,3,UPI
2208,26/11/2024,364,5,Cash
2209,07/01/2025,350,5,Debit Card
2210,03/07/2024,74,2,Credit Card
2211,28/06/2024,367,6,Cash
2212,26/10/2024,420,6,Credit Card
2213,15/05/2024,124,2,Cash
2214,16/10/2024,225,4,Debit Card
2215,28/03/2025,36,1,Credit Card
2216,04/07/2024,23,1,Debit Card
2217,23/03/2025,202,3,UPI
2218,15/08/2024,159,3,UPI
2219,27/05/2024,241,4,UPI
2220,30/10/2024,240,4,Cash
2221,17/12/2024,307,5,Cash
2222,19/03/2025,85,2,UPI
2223,26/06/2024,278,4,UPI
2224,30/07/2024,55,1,Cash
2225,25/02/2025,97,2,UPI
2226,07/01/2025,7,1,UPI
2227,29/09/2024,256,4,Debit Card
2228,15/12/2024,372,6,Debit Card
2229,27/07/2024,270,4,Cash
2230,05/11/2024,227,4,Credit Card
2231,02/08/2024,164,3,Debit Card
2232,24/04/2024,423,6,Credit Card
2233,21/10/2024,135,2,Credit Card
2234,15/09/2024,173,3,Cash
2235,13/04/2024,322,5,Debit Card
2236,30/11/2024,65,1,Debit Card
2237,15/11/2024,16,1,Cash
2238,23/08/2024,175,3,Debit Card
2239,07/07/2024,27,1,Credit Card
2240,29/10/2024,293,4,Credit Card
2241,29/11/2024,231,4,Credit Card
2242,11/10/2024,473,6,Debit Card
2243,28/03/2025,231,4,UPI
2244,04/10/2024,95,2,Debit Card
2245,02/11/2024,171,3,Debit Card
2246,24/07/2024,264,4,Debit Card
2247,23/09/2024,27,1,Debit Card
2248,12/04/2024,63,1,UPI
2249,07/04/2024,181,3,Cash
2250,09/10/2024,341,5,Credit Card
2251,27/01/2025,197,3,Debit Card
2252,16/04/2024,484,6,UPI
2253,11/01/2025,347,5,Cash
2254,08/11/2024,67,1,UPI
2255,02/01/2025,6,1,UPI
2256,20/10/2024,219,3,UPI
2257,23/07/2024,85,2,UPI
2258,07/02/2025,246,4,Cash
2259,18/02/2025,25,1,Credit Card
2260,17/01/2025,233,4,Cash
2261,06/12/2024,61,1,Credit Card
2262,27/09/2024,402,6,Debit Card
2263,31/05/2024,422,6,UPI
2264,14/07/2024,160,3,Credit Card
2265,27/05/2024,99,2,UPI
2266,15/05/2024,24,1,Credit Card
2267,20/11/2024,149,3,Credit Card
2268,08/03/2025,28,1,Credit Card
2269,07/05/2024,30,1,Cash
2270,30/06/2024,281,4,Debit Card
2271,09/03/2025,260,4,Cash
2272,31/03/2025,228,4,Credit Card
2273,02/01/2025,63,1,Debit Card
2274,15/09/2024,316,5,Cash
2275,09/03/2025,31,1,Credit Card
2276,07/09/2024,104,2,UPI
2277,27/08/2024,408,6,Cash
2278,13/08/2024,233,4,UPI
2279,03/02/2025,198,3,UPI
2280,02/10/2024,470,6,Debit Card
2281,28/02/2025,110,2,Debit Card
2282,06/02/2025,347,5,UPI
2283,12/09/2024,122,2,UPI
2284,10/02/2025,263,4,Credit Card
2285,04/10/2024,484,6,Cash
2286,24/04/2024,449,6,UPI
2287,04/10/2024,355,5,Debit Card
2288,02/05/2024,168,3,UPI
2289,16/02/2025,16,1,Cash
2290,28/03/2025,270,4,UPI
2291,01/07/2024,363,5,Cash
2292,22/10/2024,299,5,Credit Card
2293,24/08/2024,80,2,Credit Card
2294,07/06/2024,142,2,UPI
2295,11/08/2024,30,1,Debit Card
2296,04/01/2025,370,6,UPI
2297,08/05/2024,255,4,UPI
2298,11/05/2024,112,2,Credit Card
2299,21/10/2024,326,5,UPI
2300,21/08/2024,4,1,UPI
2301,28/03/2025,326,5,UPI
2302,16/05/2024,280,4,Credit Card
2303,03/07/2024,404,6,Cash
2304,15/08/2024,204,3,Cash
2305,05/06/2024,190,3,Debit Card
2306,06/08/2024,125,2,Cash
2307,28/09/2024,40,1,UPI
2308,21/08/2024,263,4,Credit Card
2309,12/05/2024,277,4,Debit Card
2310,15/06/2024,499,6,Debit Card
2311,15/04/2024,173,3,Cash
2312,31/08/2024,154,3,Credit Card
2313,24/12/2024,405,6,Debit Card
2314,24/05/2024,233,4,Credit Card
2315,30/12/2024,394,6,UPI
2316,07/03/2025,361,5,Cash
2317,24/01/2025,485,6,UPI
2318,20/02/2025,177,3,UPI
2319,21/03/2025,406,6,Credit Card
2320,31/03/2025,14,1,Credit Card
2321,16/07/2024,150,3,Credit Card
2322,05/08/2024,6,1,Cash
2323,02/05/2024,323,5,Debit Card
2324,18/03/2025,442,6,Credit Card
2325,22/06/2024,103,2,Cash
2326,23/11/2024,166,3,Cash
2327,30/07/2024,264,4,Debit Card
2328,09/01/2025,137,2,Cash
2329,20/04/2024,355,5,Credit Card
2330,25/12/2024,6,1,UPI
2331,05/01/2025,479,6,UPI
2332,21/03/2025,420,6,Cash
2333,29/07/2024,230,4,Debit Card
2334,02/11/2024,430,6,Credit Card
2335,24/04/2024,464,6,UPI
2336,10/11/2024,5,1,Cash
2337,12/11/2024,321,5,Cash
2338,21/10/2024,66,1,Debit Card
2339,05/12/2024,347,5,Debit Card
2340,08/09/2024,55,1,Debit Card
2341,23/02/2025,434,6,UPI
2342,27/04/2024,359,5,UPI
2343,01/01/2025,11,1,Debit Card
2344,28/10/2024,27,1,Credit Card
2345,05/10/2024,275,4,UPI
2346,05/03/2025,59,1,Credit Card
2347,15/05/2024,277,4,Credit Card
2348,22/09/2024,360,5,Credit Card
2349,18/11/2024,128,2,Debit Card
2350,02/04/2024,46,1,UPI
2351,20/08/2024,123,2,Cash
2352,05/01/2025,199,3,Cash
2353,28/12/2024,170,3,Credit Card
2354,04/09/2024,217,3,UPI
2355,16/11/2024,45,1,UPI
2356,14/06/2024,247,4,Cash
2357,21/07/2024,88,2,UPI
2358,22/09/2024,179,3,Credit Card
2359,29/01/2025,281,4,UPI
2360,30/06/2024,282,4,Cash
2361,18/11/2024,275,4,UPI
2362,04/09/2024,330,5,UPI
2363,27/08/2024,187,3,Debit Card
2364,10/04/2024,70,1,Debit Card
2365,11/11/2024,197,3,Debit Card
2366,22/09/2024,142,2,Cash
2367,11/06/2024,66,1,Debit Card
2368,01/03/2025,420,6,Cash
2369,01/01/2025,474,6,Cash
2370,20/02/2025,100,2,Credit Card
2371,08/01/2025,172,3,UPI
2372,20/07/2024,399,6,Credit Card
2373,27/01/2025,157,3,Debit Card
2374,26/08/2024,68,1,Debit Card
2375,29/03/2025,460,6,UPI
2376,16/02/2025,214,3,Debit Card
2377,29/07/2024,274,4,Cash
2378,17/10/2024,496,6,Debit Card
2379,13/05/2024,440,6,Credit Card
2380,22/05/2024,403,6,UPI
2381,31/01/2025,77,2,Credit Card
2382,03/05/2024,79,2,Debit Card
2383,18/05/2024,147,3,UPI
2384,30/08/2024,184,3,Debit Card
2385,24/07/2024,123,2,Cash
2386,24/10/2024,58,1,UPI
2387,19/07/2024,221,4,Cash
2388,25/10/2024,307,5,Debit Card
2389,14/07/2024,267,4,Cash
2390,12/04/2024,305,5,Debit Card
2391,14/09/2024,150,3,UPI
2392,21/03/2025,47,1,UPI
2393,22/06/2024,198,3,Debit Card
2394,19/07/2024,288,4,Debit Card
2395,29/01/2025,135,2,Cash
2396,20/07/2024,106,2,Credit Card
2397,20/05/2024,336,5,Cash
2398,08/12/2024,234,4,Cash
2399,25/08/2024,411,6,Credit Card
2400,07/05/2024,336,5,UPI
2401,10/04/2024,253,4,Cash
2402,30/08/2024,95,2,UPI
2403,18/09/2024,275,4,Credit Card
2404,06/11/2024,75,2,Credit Card
2405,06/10/2024,162,3,UPI
2406,03/11/2024,441,6,Cash
2407,21/08/2024,192,3,UPI
2408,13/06/2024,56,1,Cash
2409,22/09/2024,42,1,Debit Card
2410,23/03/2025,401,6,UPI
2411,21/05/2024,2,1,UPI
2412,05/11/2024,92,2,Cash
2413,21/04/2024,125,2,Debit Card
2414,22/05/2024,318,5,Cash
2415,19/07/2024,484,6,Credit Card
2416,20/08/2024,328,5,UPI
2417,26/09/2024,213,3,Cash
2418,10/10/2024,298,5,Credit Card
2419,11/11/2024,239,4,UPI
2420,05/09/2024,95,2,Credit Card
2421,27/11/2024,98,2,Debit Card
2422,27/08/2024,427,6,Credit Card
2423,21/05/2024,156,3,Credit Card
2424,16/01/2025,35,1,UPI
2425,05/05/2024,31,1,UPI
2426,08/01/2025,191,3,Cash
2427,26/03/2025,218,3,UPI
2428,27/06/2024,370,6,Credit Card
2429,17/06/2024,239,4,UPI
2430,25/12/2024,9,1,Cash
2431,12/02/2025,352,5,Debit Card
2432,26/08/2024,374,6,Credit Card
2433,02/02/2025,14,1,Cash
2434,25/11/2024,141,2,Credit Card
2435,16/09/2024,482,6,Credit Card
2436,09/05/2024,443,6,UPI
2437,29/11/2024,186,3,UPI
2438,13/05/2024,214,3,Debit Card
2439,26/08/2024,181,3,Debit Card
2440,09/05/2024,46,1,Credit Card
2441,11/02/2025,217,3,Debit Card
2442,26/06/2024,110,2,Debit Card
2443,21/04/2024,430,6,Credit Card
2444,18/10/2024,112,2,Credit Card
2445,23/12/2024,68,1,Debit Card
2446,15/03/2025,52,1,Credit Card
2447,21/10/2024,381,6,Cash
2448,21/03/2025,361,5,Debit Card
2449,21/02/2025,235,4,UPI
2450,11/09/2024,393,6,UPI
2451,04/06/2024,82,2,Credit Card
2452,15/04/2024,186,3,Debit Card
2453,10/11/2024,175,3,UPI
2454,09/06/2024,170,3,Credit Card
2455,17/09/2024,44,1,Debit Card
2456,17/01/2025,473,6,Debit Card
2457,20/02/2025,450,6,Credit Card
2458,14/02/2025,217,3,Cash
2459,03/06/2024,359,5,Cash
2460,17/04/2024,189,3,UPI
2461,01/07/2024,7,1,Credit Card
2462,31/01/2025,198,3,Debit Card
2463,07/07/2024,191,3,Credit Card
2464,15/08/2024,82,2,Credit Card
2465,23/07/2024,328,5,Credit Card
2466,11/03/2025,335,5,UPI
2467,24/03/2025,20,1,Credit Card
2468,24/02/2025,166,3,Credit Card
2469,06/08/2024,177,3,Cash
2470,24/12/2024,318,5,UPI
2471,18/08/2024,169,3,UPI
2472,10/05/2024,42,1,Credit Card
2473,11/09/2024,252,4,Credit Card
2474,15/06/2024,306,5,UPI
2475,29/12/2024,102,2,Cash
2476,24/03/2025,361,5,UPI
2477,07/04/2024,336,5,UPI
2478,03/04/2024,292,4,UPI
2479,22/05/2024,292,4,Debit Card
2480,25/05/2024,370,6,Cash
2481,15/01/2025,201,3,Debit Card
2482,08/07/2024,160,3,Debit Card
2483,10/05/2024,352,5,Credit Card
2484,05/03/2025,434,6,Debit Card
2485,05/07/2024,232,4,UPI
2486,30/12/2024,208,3,Credit Card
2487,03/11/2024,412,6,Credit Card
2488,23/09/2024,14,1,UPI
2489,02/08/2024,119,2,Cash
2490,04/02/2025,465,6,Credit Card
2491,30/01/2025,223,4,Cash
2492,04/07/2024,273,4,UPI
2493,21/01/2025,161,3,UPI
2494,22/07/2024,334,5,UPI
2495,20/07/2024,350,5,Debit Card
2496,08/06/2024,23,1,Debit Card
2497,11/12/2024,291,4,Debit Card
2498,04/10/2024,55,1,Debit Card
2499,11/05/2024,417,6,Cash
2500,27/03/2025,410,6,Debit Card
2501,14/09/2024,462,6,UPI
2502,09/10/2024,196,3,UPI
2503,21/03/2025,40,1,Debit Card
2504,21/06/2024,76,2,Credit Card
2505,13/01/2025,369,6,Debit Card
2506,10/07/2024,320,5,Debit Card
2507,05/06/2024,7,1,Credit Card
2508,04/01/2025,59,1,Credit Card
2509,13/07/2024,334,5,Cash
2510,21/02/2025,89,2,Cash
2511,17/03/2025,314,5,UPI
2512,22/03/2025,251,4,Debit Card
2513,15/09/2024,197,3,UPI
2514,21/12/2024,271,4,Cash
2515,22/05/2024,120,2,Debit Card
2516,19/08/2024,484,6,Credit Card
2517,22/02/2025,111,2,Credit Card
2518,24/05/2024,307,5,UPI
2519,23/10/2024,496,6,Debit Card
2520,03/12/2024,109,2,UPI
2521,19/03/2025,441,6,Cash
2522,17/04/2024,182,3,Credit Card
2523,18/07/2024,87,2,UPI
2524,22/09/2024,319,5,Cash
2525,15/03/2025,61,1,UPI
2526,03/01/2025,135,2,Credit Card
2527,31/05/2024,389,6,UPI
2528,03/02/2025,366,5,Cash
2529,01/07/2024,21,1,Debit Card
2530,16/12/2024,279,4,Credit Card
2531,29/06/2024,167,3,UPI
2532,01/03/2025,310,5,Cash
2533,17/09/2024,452,6,UPI
2534,15/06/2024,358,5,UPI
2535,13/10/2024,78,2,UPI
2536,13/10/2024,152,3,Debit Card
2537,15/06/2024,373,6,Cash
2538,25/07/2024,108,2,Credit Card
2539,09/03/2025,68,1,UPI
2540,29/05/2024,37,1,Debit Card
2541,22/08/2024,166,3,UPI
2542,25/04/2024,469,6,Credit Card
2543,08/04/2024,232,4,Debit Card
2544,01/02/2025,309,5,Cash
2545,29/04/2024,319,5,UPI
2546,09/12/2024,361,5,UPI
2547,18/08/2024,442,6,Credit Card
2548,31/05/2024,36,1,Credit Card
2549,23/12/2024,198,3,UPI
2550,20/01/2025,438,6,Credit Card
2551,26/06/2024,293,4,Debit Card
2552,14/03/2025,376,6,Cash
2553,24/12/2024,412,6,UPI
2554,22/10/2024,83,2,UPI
2555,12/04/2024,55,1,Debit Card
2556,10/01/2025,137,2,Cash
2557,13/06/2024,3,1,Credit Card
2558,18/10/2024,214,3,UPI
2559,15/03/2025,105,2,UPI
2560,09/01/2025,344,5,Debit Card
2561,20/03/2025,2,1,UPI
