Id,Order_Id,Product_Id,Quantity,Unit_Price,Discount%
9920,2181,55,6,180,6%
9921,2181,163,6,200,6%
9922,2181,194,5,20,0%
9923,2181,35,5,100,4%
9924,2181,243,2,70,4%
9925,2181,159,3,199,6%
9926,2181,495,5,35,0%
9927,2182,429,3,1299,8%
9928,2182,174,2,75,4%
9929,2183,354,4,1499,8%
9930,2183,131,5,180,6%
9931,2183,42,4,250,6%
9932,2184,483,1,45,0%
9933,2184,1,6,120,6%
9934,2185,197,5,60,4%
9935,2185,481,2,80,4%
9936,2185,481,6,80,4%
9937,2185,15,3,220,6%
9938,2185,181,4,550,8%
9939,2185,225,5,70,4%
9940,2185,396,2,2499,10%
9941,2186,266,3,800,8%
9942,2186,435,3,499,6%
9943,2187,185,2,50,0%
9944,2187,381,6,2499,10%
9945,2187,370,5,3499,10%
9946,2187,157,5,99,4%
9947,2187,455,4,3999,10%
9948,2187,1,5,120,6%
9949,2188,341,6,32999,18%
9950,2188,166,1,180,6%
9951,2188,409,2,799,8%
9952,2188,286,6,1200,8%
9953,2188,22,6,80,4%
9954,2189,79,1,85,4%
9955,2189,220,2,15,0%
9956,2190,210,2,150,6%
9957,2190,268,6,500,6%
9958,2190,47,2,450,6%
9959,2190,263,1,399,6%
9960,2191,261,2,299,6%
9961,2191,440,1,1599,8%
9962,2191,138,1,200,6%
9963,2191,376,1,299,6%
9964,2191,143,3,99,4%
9965,2191,262,5,349,6%
9966,2192,380,5,999,8%
9967,2192,415,4,550,8%
9968,2192,125,6,40,0%
9969,2193,88,2,65,4%
9970,2193,248,3,1200,8%
9971,2193,107,1,70,4%
9972,2193,314,3,35000,18%
9973,2194,168,2,150,6%
9974,2194,303,3,6000,12%
9975,2194,167,6,350,6%
9976,2194,238,5,320,6%
9977,2194,126,1,220,6%
9978,2195,168,3,150,6%
9979,2195,201,4,50,0%
9980,2195,35,1,100,4%
9981,2195,84,6,75,4%
9982,2195,77,2,80,4%
9983,2195,237,4,70,4%
9984,2196,197,6,60,4%
9985,2196,8,6,70,4%
9986,2196,130,2,230,6%
9987,2196,50,1,120,6%
9988,2197,261,4,299,6%
9989,2197,450,2,999,8%
9990,2197,205,3,35,0%
9991,2198,59,4,150,6%
9992,2198,96,5,70,4%
9993,2198,131,6,180,6%
9994,2198,161,5,340,6%
9995,2199,350,1,7999,12%
9996,2199,201,4,50,0%
9997,2199,104,5,45,0%
9998,2200,1,1,120,6%
9999,2200,427,5,699,8%
10000,2200,486,2,350,6%
10001,2200,202,4,120,6%
10002,2200,117,4,50,0%
10003,2200,189,5,30,0%
10004,2200,117,3,50,0%
10005,2201,143,2,99,4%
10006,2201,385,6,1299,8%
10007,2201,254,1,600,8%
10008,2201,258,6,150,6%
10009,2201,124,3,180,6%
10010,2201,230,5,180,6%
10011,2201,391,1,1799,8%
10012,2202,433,1,1599,8%
10013,2202,259,3,230,6%
10014,2202,98,3,200,6%
10015,2202,376,2,299,6%
10016,2202,257,5,220,6%
10017,2202,251,4,1500,8%
10018,2202,47,3,450,6%
10019,2203,82,5,230,6%
10020,2203,252,5,400,6%
10021,2203,289,6,1800,8%
10022,2203,306,6,4000,10%
10023,2203,285,6,1000,8%
10024,2203,147,1,12,0%
10025,2203,181,3,550,8%
10026,2204,359,6,6999,12%
10027,2204,190,5,50,0%
10028,2204,9,1,100,4%
10029,2204,118,3,60,4%
10030,2204,112,4,45,0%
10031,2204,299,5,7000,12%
10032,2204,20,6,70,4%
10033,2205,335,1,1500,8%
10034,2205,363,2,799,8%
10035,2205,92,3,90,4%
10036,2205,459,6,3999,10%
10037,2205,392,1,2299,10%
10038,2205,471,5,35,0%
10039,2205,117,3,50,0%
10040,2206,450,5,999,8%
10041,2206,11,1,200,6%
10042,2206,332,5,24000,16%
10043,2206,156,2,199,6%
10044,2206,374,1,999,8%
10045,2206,18,6,75,4%
10046,2206,229,5,120,6%
10047,2207,156,6,199,6%
10048,2207,487,5,120,6%
10049,2207,174,4,75,4%
10050,2208,83,1,700,8%
10051,2208,219,1,60,4%
10052,2208,300,4,2000,8%
10053,2208,272,2,300,6%
10054,2208,432,2,1399,8%
10055,2208,43,4,200,6%
10056,2209,376,2,299,6%
10057,2209,492,6,150,6%
10058,2209,341,5,32999,18%
10059,2209,476,5,120,6%
10060,2209,273,2,800,8%
10061,2209,327,4,30000,16%
10062,2210,39,6,200,6%
10063,2210,455,5,3999,10%
10064,2210,468,3,150,6%
10065,2210,419,2,599,8%
10066,2211,479,5,150,6%
10067,2211,389,5,1999,8%
10068,2211,484,3,400,6%
10069,2211,137,1,160,6%
10070,2211,494,2,40,0%
10071,2211,253,5,800,8%
10072,2212,61,5,150,6%
10073,2212,125,6,40,0%
10074,2212,411,3,599,8%
10075,2213,308,6,600,8%
10076,2213,229,6,120,6%
10077,2213,485,5,150,6%
10078,2213,15,6,220,6%
10079,2213,85,4,55,4%
10080,2214,436,1,1299,8%
10081,2214,186,2,120,6%
10082,2214,155,6,125,6%
10083,2214,260,2,170,6%
10084,2214,94,6,190,6%
10085,2214,327,5,30000,16%
10086,2214,110,2,160,6%
10087,2215,474,1,30,0%
10088,2215,297,2,1500,8%
10089,2215,447,5,2599,10%
10090,2215,449,2,1499,8%
10091,2215,341,5,32999,18%
10092,2216,85,2,55,4%
10093,2216,331,1,35000,18%
10094,2216,77,5,80,4%
10095,2217,458,3,999,8%
10096,2217,59,5,150,6%
10097,2217,213,2,75,4%
10098,2217,191,2,125,6%
10099,2218,365,3,1499,8%
10100,2218,268,4,500,6%
10101,2218,73,2,70,4%
10102,2218,403,2,499,6%
10103,2219,49,3,220,6%
10104,2219,294,2,1400,8%
10105,2219,69,6,200,6%
10106,2219,400,4,1499,8%
10107,2219,357,1,3799,10%
10108,2219,298,3,1200,8%
10109,2219,434,6,999,8%
10110,2220,377,1,499,6%
10111,2220,3,4,110,6%
10112,2220,191,5,125,6%
10113,2220,54,3,200,6%
10114,2220,400,6,1499,8%
10115,2221,327,5,30000,16%
10116,2221,453,3,1799,8%
10117,2221,205,6,35,0%
10118,2221,175,4,300,6%
10119,2222,138,1,200,6%
10120,2222,272,3,300,6%
10121,2222,262,5,349,6%
10122,2222,27,4,140,6%
10123,2222,279,2,300,6%
10124,2222,145,5,105,6%
10125,2223,54,6,200,6%
10126,2223,450,3,999,8%
10127,2223,347,2,10499,14%
10128,2223,179,6,200,6%
10129,2223,366,2,199,6%
10130,2223,169,1,220,6%
10131,2224,263,4,399,6%
10132,2224,101,4,200,6%
10133,2224,468,6,150,6%
10134,2225,90,2,75,4%
10135,2225,5,5,90,4%
10136,2225,320,6,10000,12%
10137,2225,385,1,1299,8%
10138,2225,355,6,2199,10%
10139,2226,164,6,299,6%
10140,2226,225,4,70,4%
10141,2226,250,1,700,8%
10142,2226,165,6,250,6%
10143,2226,473,5,50,0%
10144,2227,302,1,800,8%
10145,2227,487,3,120,6%
10146,2228,456,2,1499,8%
10147,2228,175,6,300,6%
10148,2229,301,3,1200,8%
10149,2229,379,4,399,6%
10150,2229,462,5,1499,8%
10151,2229,475,3,25,0%
10152,2229,418,6,699,8%
10153,2229,120,4,200,6%
10154,2229,111,1,40,0%
10155,2230,78,3,45,0%
10156,2230,228,3,150,6%
10157,2230,154,1,274,6%
10158,2231,287,4,1500,8%
10159,2231,486,3,350,6%
10160,2231,270,3,700,8%
10161,2232,389,2,1999,8%
10162,2232,18,5,75,4%
10163,2232,479,6,150,6%
10164,2232,403,5,499,6%
10165,2233,378,2,1299,8%
10166,2233,450,3,999,8%
10167,2233,76,2,50,0%
10168,2233,85,4,55,4%
10169,2233,297,1,1500,8%
10170,2233,286,2,1200,8%
10171,2233,347,4,10499,14%
10172,2234,55,2,180,6%
10173,2234,390,6,1499,8%
10174,2235,349,3,42999,20%
10175,2235,110,6,160,6%
10176,2235,144,2,140,6%
10177,2236,33,6,250,6%
10178,2236,61,5,150,6%
10179,2236,411,1,599,8%
10180,2236,3,6,110,6%
10181,2236,46,4,150,6%
10182,2236,107,2,70,4%
10183,2237,308,1,600,8%
10184,2237,296,4,100,4%
10185,2238,312,2,25000,16%
10186,2238,346,6,28999,16%
10187,2238,60,4,140,6%
10188,2238,272,4,300,6%
10189,2239,26,5,150,6%
10190,2239,307,4,2000,8%
10191,2240,305,1,1500,8%
10192,2240,147,5,12,0%
10193,2240,93,6,80,4%
10194,2241,65,5,50,0%
10195,2241,458,2,999,8%
10196,2241,178,3,150,6%
10197,2241,388,4,899,8%
10198,2241,217,1,50,0%
10199,2241,100,5,60,4%
10200,2241,143,6,99,4%
10201,2242,88,2,65,4%
10202,2242,485,5,150,6%
10203,2242,120,4,200,6%
10204,2242,486,2,350,6%
10205,2243,164,4,299,6%
10206,2243,221,1,110,6%
10207,2243,17,3,240,6%
10208,2244,322,4,24000,16%
10209,2244,306,6,4000,10%
10210,2244,425,1,999,8%
10211,2244,75,5,55,4%
10212,2245,364,5,7999,12%
10213,2245,238,6,320,6%
10214,2245,97,3,60,4%
10215,2245,132,3,150,6%
10216,2245,460,5,1999,8%
10217,2245,400,3,1499,8%
10218,2246,199,4,40,0%
10219,2246,483,3,45,0%
10220,2246,124,4,180,6%
10221,2247,372,4,799,8%
10222,2247,206,3,200,6%
10223,2247,447,6,2599,10%
10224,2247,109,4,200,6%
10225,2248,266,1,800,8%
10226,2248,250,6,700,8%
10227,2248,325,2,9000,12%
10228,2248,119,6,70,4%
10229,2248,193,5,12,0%
10230,2248,48,3,180,6%
10231,2248,313,2,18000,14%
10232,2249,327,3,30000,16%
10233,2249,496,4,80,4%
10234,2249,145,6,105,6%
10235,2249,425,6,999,8%
10236,2249,355,3,2199,10%
10237,2249,275,2,600,8%
10238,2249,491,2,150,6%
10239,2250,483,5,45,0%
10240,2250,108,3,50,0%
10241,2250,274,6,1200,8%
10242,2250,320,1,10000,12%
10243,2250,412,3,450,6%
10244,2251,447,3,2599,10%
10245,2251,371,1,599,8%
10246,2251,311,4,15000,14%
10247,2251,236,4,95,4%
10248,2252,150,5,160,6%
10249,2252,199,5,40,0%
10250,2253,137,1,160,6%
10251,2253,360,2,7499,12%
10252,2254,254,5,600,8%
10253,2254,78,3,45,0%
10254,2254,353,3,2999,10%
10255,2254,142,4,20,0%
10256,2254,156,4,199,6%
10257,2254,297,6,1500,8%
10258,2255,387,2,1299,8%
10259,2255,311,4,15000,14%
10260,2255,155,1,125,6%
10261,2255,291,6,150,6%
10262,2255,163,3,200,6%
10263,2255,297,2,1500,8%
10264,2256,177,1,40,0%
10265,2256,335,5,1500,8%
10266,2256,103,6,40,0%
10267,2257,79,4,85,4%
10268,2257,78,4,45,0%
10269,2257,37,3,155,6%
10270,2257,497,2,50,0%
10271,2257,254,1,600,8%
10272,2257,177,2,40,0%
10273,2258,279,5,300,6%
10274,2258,456,1,1499,8%
10275,2258,10,1,65,4%
10276,2258,347,2,10499,14%
10277,2258,459,1,3999,10%
10278,2258,332,6,24000,16%
10279,2259,277,6,350,6%
10280,2259,252,1,400,6%
10281,2260,393,1,499,6%
10282,2260,55,2,180,6%
10283,2260,262,1,349,6%
10284,2260,466,6,1299,8%
10285,2260,382,1,1799,8%
10286,2261,453,5,1799,8%
10287,2261,146,1,150,6%
10288,2261,314,6,35000,18%
10289,2261,381,4,2499,10%
10290,2261,19,5,300,6%
10291,2261,441,5,1299,8%
10292,2262,163,5,200,6%
10293,2262,360,2,7499,12%
10294,2262,451,3,3499,10%
10295,2262,285,6,1000,8%
10296,2262,248,5,1200,8%
10297,2262,497,3,50,0%
10298,2262,238,2,320,6%
10299,2263,98,1,200,6%
10300,2263,410,5,699,8%
10301,2263,407,1,180,6%
10302,2263,178,5,150,6%
10303,2263,118,4,60,4%
10304,2263,123,6,200,6%
10305,2264,199,4,40,0%
10306,2264,25,4,90,4%
10307,2264,307,3,2000,8%
10308,2264,478,3,90,4%
10309,2264,259,1,230,6%
10310,2265,258,2,150,6%
10311,2265,405,1,150,6%
10312,2266,324,4,34000,18%
10313,2266,111,4,40,0%
10314,2267,234,6,55,4%
10315,2267,371,6,599,8%
10316,2267,479,4,150,6%
10317,2267,262,1,349,6%
10318,2267,323,4,17000,14%
10319,2267,195,6,250,6%
10320,2267,483,1,45,0%
10321,2268,335,3,1500,8%
10322,2268,284,2,350,6%
10323,2268,12,5,60,4%
10324,2268,455,3,3999,10%
10325,2268,267,5,999,8%
10326,2269,287,4,1500,8%
10327,2269,254,2,600,8%
10328,2269,374,3,999,8%
10329,2269,364,6,7999,12%
10330,2269,217,4,50,0%
10331,2269,8,5,70,4%
10332,2270,219,1,60,4%
10333,2270,290,1,400,6%
10334,2270,264,1,199,6%
10335,2270,333,4,18000,14%
10336,2270,121,3,500,6%
10337,2271,334,3,6000,12%
10338,2271,94,5,190,6%
10339,2272,276,6,900,8%
10340,2272,241,6,60,4%
10341,2273,472,6,80,4%
10342,2273,378,3,1299,8%
10343,2273,394,5,1199,8%
10344,2274,396,3,2499,10%
10345,2274,28,1,130,6%
10346,2274,277,5,350,6%
10347,2274,484,2,400,6%
10348,2274,140,1,180,6%
10349,2274,61,4,150,6%
10350,2274,43,6,200,6%
10351,2275,3,3,110,6%
10352,2275,204,3,60,4%
10353,2276,257,6,220,6%
10354,2276,328,5,23000,16%
10355,2276,422,5,799,8%
10356,2277,375,4,1499,8%
10357,2277,265,6,249,6%
10358,2277,305,6,1500,8%
10359,2278,10,2,65,4%
10360,2278,343,2,2999,10%
10361,2278,397,3,1299,8%
10362,2278,233,4,280,6%
10363,2278,191,2,125,6%
10364,2278,248,4,1200,8%
10365,2278,51,6,250,6%
10366,2279,337,3,28000,16%
10367,2279,226,6,90,4%
10368,2279,233,1,280,6%
10369,2280,249,2,350,6%
10370,2280,255,2,1200,8%
10371,2280,308,2,600,8%
10372,2280,230,2,180,6%
10373,2280,82,6,230,6%
10374,2280,268,6,500,6%
10375,2280,141,1,10,0%
10376,2281,225,1,70,4%
10377,2281,465,1,1799,8%
10378,2282,468,2,150,6%
10379,2282,199,4,40,0%
10380,2283,411,1,599,8%
10381,2283,401,5,299,6%
10382,2283,239,1,75,4%
10383,2283,289,2,1800,8%
10384,2283,411,6,599,8%
10385,2283,300,6,2000,8%
10386,2283,289,4,1800,8%
10387,2284,434,4,999,8%
10388,2284,494,2,40,0%
10389,2284,488,3,300,6%
10390,2284,293,1,850,8%
10391,2285,293,6,850,8%
10392,2285,331,1,35000,18%
10393,2285,197,2,60,4%
10394,2285,233,4,280,6%
10395,2285,100,4,60,4%
10396,2285,250,4,700,8%
10397,2285,339,3,45000,20%
10398,2286,14,1,70,4%
10399,2286,87,2,60,4%
10400,2286,20,4,70,4%
10401,2286,178,3,150,6%
10402,2286,313,4,18000,14%
10403,2286,264,3,199,6%
10404,2286,365,3,1499,8%
10405,2287,105,4,90,4%
10406,2287,125,1,40,0%
10407,2287,164,2,299,6%
10408,2287,317,5,30000,16%
10409,2287,485,6,150,6%
10410,2287,262,3,349,6%
10411,2288,301,6,1200,8%
10412,2288,306,2,4000,10%
10413,2289,426,5,899,8%
10414,2289,4,1,60,4%
10415,2289,109,5,200,6%
10416,2289,114,2,85,4%
10417,2289,273,2,800,8%
10418,2290,358,4,4299,10%
10419,2290,322,1,24000,16%
10420,2290,20,2,70,4%
10421,2290,217,4,50,0%
10422,2290,460,4,1999,8%
10423,2291,26,3,150,6%
10424,2291,465,3,1799,8%
10425,2291,301,6,1200,8%
10426,2291,355,4,2199,10%
10427,2291,391,3,1799,8%
10428,2292,191,4,125,6%
10429,2292,328,4,23000,16%
10430,2292,307,4,2000,8%
10431,2292,13,1,250,6%
10432,2292,307,6,2000,8%
10433,2293,458,1,999,8%
10434,2293,282,5,400,6%
10435,2293,493,4,60,4%
10436,2294,8,1,70,4%
10437,2294,170,3,320,6%
10438,2294,409,3,799,8%
10439,2294,256,3,120,6%
10440,2294,489,3,80,4%
10441,2294,271,6,150,6%
10442,2294,178,4,150,6%
10443,2295,101,4,200,6%
10444,2295,2,3,50,0%
10445,2296,98,6,200,6%
10446,2296,336,5,32000,18%
10447,2296,71,6,75,4%
10448,2296,67,6,60,4%
10449,2296,396,6,2499,10%
10450,2296,260,5,170,6%
10451,2296,223,4,350,6%
10452,2297,308,5,600,8%
10453,2297,343,6,2999,10%
10454,2298,234,2,55,4%
10455,2298,171,4,55,4%
10456,2298,52,3,300,6%
10457,2299,489,6,80,4%
10458,2299,318,2,22000,16%
10459,2299,239,2,75,4%
10460,2299,226,6,90,4%
10461,2299,399,5,1999,8%
10462,2299,385,5,1299,8%
10463,2299,109,1,200,6%
10464,2300,222,3,75,4%
10465,2300,281,4,1200,8%
10466,2300,200,5,20,0%
10467,2301,403,1,499,6%
10468,2301,11,5,200,6%
10469,2301,236,3,95,4%
10470,2301,93,6,80,4%
10471,2302,369,2,2999,10%
10472,2302,422,2,799,8%
10473,2303,186,2,120,6%
10474,2303,152,4,128,6%
10475,2303,166,4,180,6%
10476,2303,145,2,105,6%
10477,2303,87,5,60,4%
10478,2303,116,1,170,6%
10479,2304,114,5,85,4%
10480,2304,28,1,130,6%
10481,2304,322,1,24000,16%
10482,2304,160,3,299,6%
10483,2305,340,2,1200,8%
10484,2305,177,6,40,0%
10485,2305,477,5,40,0%
10486,2305,286,1,1200,8%
10487,2306,364,5,7999,12%
10488,2306,322,2,24000,16%
10489,2307,334,5,6000,12%
10490,2307,185,6,50,0%
10491,2307,274,6,1200,8%
10492,2307,416,4,799,8%
10493,2308,348,5,1499,8%
10494,2308,212,3,40,0%
10495,2308,202,3,120,6%
10496,2308,468,2,150,6%
10497,2308,463,1,4999,10%
10498,2308,263,5,399,6%
10499,2309,224,2,80,4%
10500,2309,399,6,1999,8%
10501,2309,210,3,150,6%
10502,2309,8,5,70,4%
10503,2310,487,6,120,6%
10504,2310,43,5,200,6%
10505,2310,114,2,85,4%
10506,2310,180,3,40,0%
10507,2310,314,1,35000,18%
10508,2310,50,2,120,6%
10509,2311,438,1,999,8%
10510,2311,458,4,999,8%
10511,2311,333,1,18000,14%
10512,2311,365,1,1499,8%
10513,2311,127,3,250,6%
10514,2311,465,4,1799,8%
10515,2311,289,3,1800,8%
10516,2312,75,5,55,4%
10517,2312,317,5,30000,16%
10518,2312,458,3,999,8%
10519,2312,154,5,274,6%
10520,2312,258,2,150,6%
10521,2313,334,6,6000,12%
10522,2313,108,1,50,0%
10523,2313,211,6,55,4%
10524,2313,239,2,75,4%
10525,2313,233,1,280,6%
10526,2313,389,6,1999,8%
10527,2314,192,6,299,6%
10528,2314,323,1,17000,14%
10529,2315,491,1,150,6%
10530,2315,373,1,1299,8%
10531,2315,202,1,120,6%
10532,2316,60,6,140,6%
10533,2316,246,1,450,6%
10534,2316,157,2,99,4%
10535,2317,335,2,1500,8%
10536,2317,349,6,42999,20%
10537,2318,205,2,35,0%
10538,2318,303,3,6000,12%
10539,2318,462,6,1499,8%
10540,2319,144,4,140,6%
10541,2319,294,1,1400,8%
10542,2319,441,5,1299,8%
10543,2320,435,1,499,6%
10544,2320,253,2,800,8%
10545,2320,94,5,190,6%
10546,2320,128,1,190,6%
10547,2320,185,3,50,0%
10548,2320,245,5,75,4%
10549,2321,479,4,150,6%
10550,2321,290,2,400,6%
10551,2321,108,5,50,0%
10552,2322,481,4,80,4%
10553,2322,364,5,7999,12%
10554,2322,60,3,140,6%
10555,2322,397,6,1299,8%
10556,2322,187,6,70,4%
10557,2322,411,6,599,8%
10558,2322,131,3,180,6%
10559,2323,234,4,55,4%
10560,2323,205,5,35,0%
10561,2323,12,3,60,4%
10562,2323,140,1,180,6%
10563,2323,116,5,170,6%
10564,2324,339,3,45000,20%
10565,2324,59,2,150,6%
10566,2324,54,1,200,6%
10567,2324,459,5,3999,10%
10568,2324,242,2,350,6%
10569,2325,349,1,42999,20%
10570,2325,386,3,2199,10%
10571,2325,331,6,35000,18%
10572,2325,63,3,140,6%
10573,2325,486,2,350,6%
10574,2325,197,3,60,4%
10575,2326,356,2,3499,10%
10576,2326,334,2,6000,12%
10577,2326,234,2,55,4%
10578,2326,3,1,110,6%
10579,2326,479,1,150,6%
10580,2326,129,6,210,6%
10581,2327,3,5,110,6%
10582,2327,163,1,200,6%
10583,2327,305,3,1500,8%
10584,2327,81,5,50,0%
10585,2328,324,2,34000,18%
10586,2328,374,5,999,8%
10587,2328,340,4,1200,8%
10588,2328,424,4,799,8%
10589,2328,97,3,60,4%
10590,2329,277,6,350,6%
10591,2329,189,1,30,0%
10592,2329,128,4,190,6%
10593,2329,241,5,60,4%
10594,2330,450,6,999,8%
10595,2330,266,1,800,8%
10596,2330,121,1,500,6%
10597,2330,428,1,1499,8%
10598,2330,121,2,500,6%
10599,2330,421,5,1099,8%
10600,2330,128,1,190,6%
10601,2331,46,4,150,6%
10602,2331,314,1,35000,18%
10603,2331,239,2,75,4%
10604,2331,347,6,10499,14%
10605,2331,38,2,80,4%
10606,2331,11,6,200,6%
10607,2332,139,1,190,6%
10608,2332,423,2,599,8%
10609,2333,110,6,160,6%
10610,2333,287,6,1500,8%
10611,2334,128,4,190,6%
10612,2334,417,1,499,6%
10613,2334,280,6,800,8%
10614,2334,469,5,60,4%
10615,2335,114,2,85,4%
10616,2335,272,4,300,6%
10617,2335,306,1,4000,10%
10618,2335,464,6,1599,8%
10619,2335,107,5,70,4%
10620,2335,162,1,75,4%
10621,2336,224,2,80,4%
10622,2336,395,2,1299,8%
10623,2336,491,5,150,6%
10624,2336,245,3,75,4%
10625,2336,211,6,55,4%
10626,2336,277,3,350,6%
10627,2337,495,3,35,0%
10628,2337,497,1,50,0%
10629,2337,179,5,200,6%
10630,2337,137,1,160,6%
10631,2337,227,6,45,0%
10632,2337,116,5,170,6%
10633,2337,126,4,220,6%
10634,2338,452,6,1599,8%
10635,2338,289,6,1800,8%
10636,2338,219,1,60,4%
10637,2338,470,3,40,0%
10638,2339,395,2,1299,8%
10639,2339,393,6,499,6%
10640,2339,454,3,1299,8%
10641,2339,396,5,2499,10%
10642,2339,351,5,799,8%
10643,2340,36,5,150,6%
10644,2340,391,2,1799,8%
10645,2340,138,2,200,6%
10646,2340,443,4,2499,10%
10647,2340,424,6,799,8%
10648,2340,488,6,300,6%
10649,2340,232,5,45,0%
10650,2341,178,2,150,6%
10651,2341,229,6,120,6%
10652,2342,471,2,35,0%
10653,2342,192,3,299,6%
10654,2342,39,6,200,6%
10655,2342,457,2,1799,8%
10656,2342,244,4,350,6%
10657,2342,318,3,22000,16%
10658,2343,349,5,42999,20%
10659,2343,403,5,499,6%
10660,2343,419,4,599,8%
10661,2343,436,5,1299,8%
10662,2343,142,5,20,0%
10663,2344,53,2,350,6%
10664,2344,277,3,350,6%
10665,2344,230,2,180,6%
10666,2344,287,2,1500,8%
10667,2345,423,4,599,8%
10668,2345,177,6,40,0%
10669,2345,283,4,1500,8%
10670,2346,40,1,110,6%
10671,2346,26,1,150,6%
10672,2346,148,5,22,0%
10673,2346,268,1,500,6%
10674,2346,459,6,3999,10%
10675,2346,37,1,155,6%
10676,2347,286,6,1200,8%
10677,2347,429,1,1299,8%
10678,2347,262,5,349,6%
10679,2347,203,3,80,4%
10680,2347,112,2,45,0%
10681,2348,283,5,1500,8%
10682,2348,331,6,35000,18%
10683,2348,411,4,599,8%
10684,2348,346,2,28999,16%
10685,2349,463,2,4999,10%
10686,2349,282,1,400,6%
10687,2349,477,5,40,0%
10688,2349,222,2,75,4%
10689,2349,53,6,350,6%
10690,2349,54,3,200,6%
10691,2350,192,5,299,6%
10692,2350,5,3,90,4%
10693,2350,242,3,350,6%
10694,2350,427,1,699,8%
10695,2350,385,4,1299,8%
10696,2350,371,2,599,8%
10697,2351,330,1,12000,14%
10698,2351,191,2,125,6%
10699,2351,380,3,999,8%
10700,2351,46,5,150,6%
10701,2351,225,3,70,4%
10702,2352,77,6,80,4%
10703,2352,20,5,70,4%
10704,2353,492,1,150,6%
10705,2353,310,3,3000,10%
10706,2353,323,3,17000,14%
10707,2353,272,3,300,6%
10708,2353,40,6,110,6%
10709,2354,137,6,160,6%
10710,2354,418,3,699,8%
10711,2354,433,2,1599,8%
10712,2355,339,5,45000,20%
10713,2355,142,3,20,0%
10714,2355,249,4,350,6%
10715,2355,279,5,300,6%
10716,2355,268,6,500,6%
10717,2355,241,2,60,4%
10718,2355,213,3,75,4%
10719,2356,492,2,150,6%
10720,2356,449,6,1499,8%
10721,2356,164,2,299,6%
10722,2356,406,2,200,6%
10723,2356,254,5,600,8%
10724,2356,238,5,320,6%
10725,2356,366,3,199,6%
10726,2357,162,1,75,4%
10727,2357,145,4,105,6%
10728,2357,274,2,1200,8%
10729,2357,63,2,140,6%
10730,2358,152,5,128,6%
10731,2358,67,2,60,4%
10732,2359,107,3,70,4%
10733,2359,408,6,499,6%
10734,2359,326,6,25000,16%
10735,2360,226,2,90,4%
10736,2360,365,5,1499,8%
10737,2360,345,3,3299,10%
10738,2360,289,1,1800,8%
10739,2360,216,6,120,6%
10740,2360,66,2,45,0%
10741,2360,464,5,1599,8%
10742,2361,131,5,180,6%
10743,2361,272,4,300,6%
10744,2362,61,2,150,6%
10745,2362,165,6,250,6%
10746,2362,107,3,70,4%
10747,2362,298,3,1200,8%
10748,2362,166,3,180,6%
10749,2362,93,5,80,4%
10750,2362,204,3,60,4%
10751,2363,170,2,320,6%
10752,2363,320,5,10000,12%
10753,2363,6,6,55,4%
10754,2363,450,3,999,8%
10755,2363,81,4,50,0%
10756,2363,470,2,40,0%
10757,2364,442,3,999,8%
10758,2364,108,3,50,0%
10759,2364,255,1,1200,8%
10760,2364,289,3,1800,8%
10761,2364,12,1,60,4%
10762,2364,341,4,32999,18%
10763,2365,424,1,799,8%
10764,2365,279,2,300,6%
10765,2365,134,4,90,4%
10766,2366,176,3,40,0%
10767,2366,49,1,220,6%
10768,2366,378,2,1299,8%
10769,2366,107,1,70,4%
10770,2366,124,6,180,6%
10771,2366,304,6,2500,10%
10772,2367,100,4,60,4%
10773,2367,356,2,3499,10%
10774,2368,490,6,200,6%
10775,2368,464,6,1599,8%
10776,2368,319,6,45000,20%
10777,2368,393,5,499,6%
10778,2368,55,2,180,6%
10779,2369,199,6,40,0%
10780,2369,185,1,50,0%
10781,2369,481,4,80,4%
10782,2369,179,1,200,6%
10783,2369,248,3,1200,8%
10784,2370,365,1,1499,8%
10785,2370,488,1,300,6%
10786,2370,324,6,34000,18%
10787,2371,215,4,300,6%
10788,2371,211,4,55,4%
10789,2371,468,5,150,6%
10790,2371,51,6,250,6%
10791,2371,121,4,500,6%
10792,2372,77,3,80,4%
10793,2372,208,5,40,0%
10794,2373,390,5,1499,8%
10795,2373,120,2,200,6%
10796,2373,480,5,312.33,6%
10797,2373,109,5,200,6%
10798,2374,1,6,120,6%
10799,2374,466,2,1299,8%
10800,2374,117,2,50,0%
10801,2375,235,2,12,0%
10802,2375,8,3,70,4%
10803,2376,165,5,250,6%
10804,2376,289,1,1800,8%
10805,2376,358,6,4299,10%
10806,2377,449,1,1499,8%
10807,2377,262,2,349,6%
10808,2377,345,5,3299,10%
10809,2377,84,4,75,4%
10810,2378,314,3,35000,18%
10811,2378,106,5,150,6%
10812,2378,155,4,125,6%
10813,2379,374,4,999,8%
10814,2379,304,5,2500,10%
10815,2379,285,5,1000,8%
10816,2380,475,1,25,0%
10817,2380,328,5,23000,16%
10818,2380,208,2,40,0%
10819,2380,194,2,20,0%
10820,2380,496,5,80,4%
10821,2380,72,3,60,4%
10822,2380,422,2,799,8%
10823,2381,361,4,599,8%
10824,2381,367,6,1299,8%
10825,2382,131,1,180,6%
10826,2382,176,4,40,0%
10827,2382,284,1,350,6%
10828,2382,255,3,1200,8%
10829,2382,471,4,35,0%
10830,2383,447,1,2599,10%
10831,2383,262,4,349,6%
10832,2383,314,2,35000,18%
10833,2383,245,5,75,4%
